Estado,No cultivo,Cultivo,Tipo / Variedad,Superficie Sembrada (ha),Superficie Cosechada (ha),Superficie Siniestrada (ha),Unidad de medida,Producción,Rendimiento (udm/ha),PMR ($/udm),Valor Producción  (miles de Pesos)
TABASCO,56,TORONJA (POMELO),Toronja (pomelo) criolla,111,111,0,Tonelada,850,7.66,2190.13,1861.61
TABASCO,57,YUCA ALIMENTICIA,Yuca alimenticia s/clasificar,1213,1213,0,Tonelada,13384.64,11.03,3864.68,51727.29
TABASCO,58,ZAPOTE,Zapote chico (chico zapote),26,26,0,Tonelada,103.8,3.99,10646.87,1105.15
TAMAULIPAS,1,ACEITUNA,Aceituna manzanilla,1626,0,0,Tonelada,0,0,0,0
TAMAULIPAS,2,AGAVE,Agave mezcalero,1126,206,0,Tonelada,10738,52.13,4167.63,44752.01
TAMAULIPAS,3,AGAVE,Agave tequilero,1671.97,392.5,0,Tonelada,14826.25,37.77,7307.16,108337.79
TAMAULIPAS,4,AJO,Ajo morado,5,5,0,Tonelada,38.46,7.69,12000,461.52
TAMAULIPAS,5,AJONJOLÍ,Ajonjolí s/clasificar,259,259,0,Tonelada,121.93,0.47,17054.65,2079.47
TAMAULIPAS,6,ALFALFA ACHICALADA,Alfalfa achicalada s/clasificar,59,59,0,Tonelada,1132.1,19.19,2220.19,2513.48
TAMAULIPAS,7,ALGODÓN HUESO,Algodón hueso s/clasificar,11665.32,11665.32,0,Tonelada,32209.13,2.76,12457.79,401254.63
TAMAULIPAS,8,ARROZ PALAY,Arroz palay grueso milagro filipino,2515.66,2213.58,302.08,Tonelada,10922.33,4.93,4030.77,44025.36
TAMAULIPAS,9,AVENA FORRAJERA EN VERDE,Avena forrajera en verde s/clasificar,736,726,10,Tonelada,10380.2,14.3,418.58,4344.93
TAMAULIPAS,10,BRÓCOLI,Brócoli s/clasificar,58.6,58.6,0,Tonelada,527.4,9,4050,2135.97
TAMAULIPAS,11,CACAHUATE,Cacahuate s/clasificar,306.5,306.5,0,Tonelada,264,0.86,16000,4224
TAMAULIPAS,12,CAFÉ CEREZA,Café cereza s/clasificar,1,0,0,Tonelada,0,0,0,0
TAMAULIPAS,13,CALABACITA,Calabacita italiana (zucchini),100,93,7,Tonelada,1698.9,18.27,4336.37,7367.06
TAMAULIPAS,14,CALABAZA SEMILLA O CHIHUA,Calabaza semilla o chihua s/clasificar,1051.97,1045.47,6.5,Tonelada,506.6,0.48,29843.27,15118.6
TAMAULIPAS,15,CAÑA DE AZÚCAR,Caña de azúcar industrial,64344.71,50345,0,Tonelada,3047552,60.53,698.92,2130007.81
TAMAULIPAS,16,CANOLA,Canola s/clasificar,3230,2600,630,Tonelada,985.95,0.38,7400.02,7296.05
TAMAULIPAS,17,CÁRTAMO,Cártamo s/clasificar,16221.5,14771.5,1450,Tonelada,6405.55,0.43,5331.67,34152.27
TAMAULIPAS,18,CEBOLLA,Cebolla amarilla,2497,2497,0,Tonelada,98081.8,39.28,3735.09,366344.61
TAMAULIPAS,19,CEBOLLA,Cebolla blanca,1681.5,1681.5,0,Tonelada,59913.56,35.63,4095.91,245400.58
TAMAULIPAS,20,CEBOLLA,Cebolla morada,416,416,0,Tonelada,13940.8,33.51,3414.29,47598
TAMAULIPAS,21,CHILE VERDE,Chile verde chilaca,5,5,0,Tonelada,210,42,16090,3378.9
TAMAULIPAS,22,CHILE VERDE,Chile verde habanero,7.5,7.5,0,Tonelada,138,18.4,27804.35,3837
TAMAULIPAS,23,CHILE VERDE,Chile verde habanero invernadero,5,5,0,Tonelada,60,12,25000,1500
TAMAULIPAS,24,CHILE VERDE,Chile verde jalapeño,467.37,466.37,1,Tonelada,16463.06,35.3,4894.21,80573.74
TAMAULIPAS,25,CHILE VERDE,Chile verde morrón (bell pepper) invernadero,30,30,0,Tonelada,2094,69.8,8019.03,16791.85
TAMAULIPAS,26,CHILE VERDE,Chile verde poblano invernadero,5,5,0,Tonelada,200,40,13930,2786
TAMAULIPAS,27,CHILE VERDE,Chile verde serrano,858.63,855.63,3,Tonelada,31396.32,36.69,7067.78,221902.43
TAMAULIPAS,28,COL (REPOLLO),Col (repollo) blanca,32,32,0,Tonelada,960,30,6660,6393.6
TAMAULIPAS,29,ELOTE,Elote amarillo,1304,1304,0,Tonelada,14602.34,11.2,1807.92,26399.83
TAMAULIPAS,30,ELOTE,Elote s/clasificar,190,190,0,Tonelada,2766.4,14.56,2156.51,5965.77
TAMAULIPAS,31,FRIJOL,Frijol negro jamapa,1101,1016,85,Tonelada,686.36,0.68,12762.93,8759.97
TAMAULIPAS,32,FRIJOL,Frijol negro querétaro,20,0,20,Tonelada,0,0,0,0
TAMAULIPAS,33,FRIJOL,Frijol otros negros,471,110.2,360.8,Tonelada,65.05,0.59,12670.32,824.2
TAMAULIPAS,34,FRIJOL,Frijol peruano,64,12.5,51.5,Tonelada,12.56,1,12992.68,163.19
TAMAULIPAS,35,FRIJOL,Frijol pinto americano,349,97.1,251.9,Tonelada,63.44,0.65,12680.09,804.43
TAMAULIPAS,36,GIRASOL,Girasol s/clasificar,1473,1473,0,Tonelada,1357.29,0.92,5715.05,7756.98
TAMAULIPAS,37,HENEQUÉN,Henequén verde,899,517,0,Tonelada,7821.18,15.13,2198.33,17193.53
TAMAULIPAS,38,LIMA,Lima s/clasificar,32.3,32.3,0,Tonelada,658.35,20.38,3220.67,2120.33
TAMAULIPAS,39,LIMÓN,Limón agrio (mexicano),516.95,495.75,6,Tonelada,9330.01,18.82,4078.05,38048.23
TAMAULIPAS,40,LIMÓN,Limón italiano,6541.45,4383.18,0,Tonelada,109154.68,24.9,6177.4,674292.4
TAMAULIPAS,41,LIMÓN,Limón persa,170,49,0,Tonelada,1206.98,24.63,5759.53,6951.64
TAMAULIPAS,42,LIMÓN,Limón persa orgánico,343,190,0,Tonelada,3477,18.3,3288.16,11432.93
TAMAULIPAS,43,LITCHI,Litchi s/clasificar,15,0,0,Tonelada,0,0,0,0
TAMAULIPAS,44,MAÍZ FORRAJERO EN VERDE,Maíz forrajero en verde s/clasificar,1952.3,1952.3,0,Tonelada,5568.44,2.85,804.13,4477.78
TAMAULIPAS,45,MAÍZ GRANO,Maíz grano amarillo,88142.35,88129.85,12.5,Tonelada,565424.45,6.42,3082.5,1742918.91
TAMAULIPAS,46,MAÍZ GRANO,Maíz grano blanco,108075.35,96636.49,11438.86,Tonelada,365381.47,3.78,3212.33,1173727.54
TAMAULIPAS,47,MAÍZ PALOMERO,Maíz palomero s/clasificar,177.5,177.5,0,Tonelada,722.43,4.07,6500,4695.8
TAMAULIPAS,48,MANDARINA,Mandarina dancy,79.64,74.63,0,Tonelada,1334.02,17.88,3437.74,4586.01
TAMAULIPAS,49,MANDARINA,Mandarina murcot,775.73,763.99,0,Tonelada,9727.43,12.73,2474.72,24072.66
TAMAULIPAS,50,MANGO,Mango ataulfo,135,135,0,Tonelada,2507.98,18.58,4980,12489.74
TAMAULIPAS,51,MANGO,Mango criollo,10,10,0,Tonelada,132,13.2,3430,452.76
TAMAULIPAS,52,MANGO,Mango keitt,48,48,0,Tonelada,968.67,20.18,4825,4673.83
TAMAULIPAS,53,MANGO,Mango kent,63.76,62.76,1,Tonelada,926.28,14.76,5076.92,4702.65
TAMAULIPAS,54,MANGO,Mango manila,90,90,0,Tonelada,1258.46,13.98,4571.56,5753.13
TAMAULIPAS,55,MANGO,Mango tommy atkins,505.5,505.5,0,Tonelada,9740.02,19.27,3560.08,34675.22
TAMAULIPAS,56,MELÓN,Melón cantaloupe,17,17,0,Tonelada,403,23.71,4281.02,1725.25
TAMAULIPAS,57,MORINGA,Moringa s/clasificar,5,0,0,Tonelada,0,0,0,0
TAMAULIPAS,58,NARANJA,Naranja agria (washington navel),255.11,255.11,0,Tonelada,2628.7,10.3,1901.45,4998.35
TAMAULIPAS,59,NARANJA,Naranja hamlin,62.48,62.48,0,Tonelada,558,8.93,2185,1219.23
TAMAULIPAS,60,NARANJA,Naranja valencia,36720.66,29531.09,0,Tonelada,666325.62,22.56,2069.56,1379003.42
TAMAULIPAS,61,NOPALITOS,Nopalitos s/clasificar,955.67,923.67,0,Tonelada,12680.47,13.73,3451.14,43762.04
TAMAULIPAS,62,NUEZ,Nuez criolla,20,20,0,Tonelada,2.2,0.11,72000,158.4
TAMAULIPAS,63,NUEZ,Nuez de castilla s/clasificar,28,0,0,Tonelada,0,0,0,0
TAMAULIPAS,64,NUEZ,Nuez encarcelada (pecanera),439,98.5,0,Tonelada,43.95,0.45,63168.14,2776.24
TAMAULIPAS,65,OKRA (ANGÚ O GOMBO),Okra (angú o gombo) s/clasificar,2870,2870,0,Tonelada,25915.03,9.03,4201.81,108890.15
TAMAULIPAS,66,ORQUÍDEA (GRUESA),Orquídea (planta) s/clasificar,2.3,2.3,0,Gruesa,55154,23980,114,6287.56
TAMAULIPAS,67,PAPA,Papa alpha (blanca),40,40,0,Tonelada,1400,35,5360,7504
TAMAULIPAS,68,PAPAYA,Papaya maradol,110,89,0,Tonelada,6110.7,68.66,4176.13,25519.1
TAMAULIPAS,69,PASTOS Y PRADERAS,Pastos y praderas bermuda,3396.31,3396.31,0,Tonelada,54435.52,16.03,859.61,46793.46
TAMAULIPAS,70,PASTOS Y PRADERAS,Pastos y praderas buffel,27817.28,27817.28,0,Tonelada,466454.92,16.77,647.92,302226.73
TAMAULIPAS,71,PASTOS Y PRADERAS,Pastos y praderas estrella,24309.67,24309.67,0,Tonelada,455827.75,18.75,584.17,266279.82
TAMAULIPAS,72,PASTOS Y PRADERAS,Pastos y praderas guinea,7682.06,7682.06,0,Tonelada,194551.44,25.33,626.34,121854.75
TAMAULIPAS,73,PASTOS Y PRADERAS,Pastos y praderas llanero,31870,31870,0,Tonelada,276505.45,8.68,693.67,191804.52
TAMAULIPAS,74,PASTOS Y PRADERAS,Pastos y praderas maralfalfa,99.5,99.5,0,Tonelada,8321.5,83.63,432.97,3602.95
TAMAULIPAS,75,PASTOS Y PRADERAS,Pastos y praderas rye grass,6,6,0,Tonelada,142.2,23.7,948.53,134.88
TAMAULIPAS,76,PEPINO,Pepino pickle invernadero,40,40,0,Tonelada,2800,70,3520,9856
TAMAULIPAS,77,PIÑA,Piña cayena lisa,10.88,6,0,Tonelada,246,41,4585.36,1128
TAMAULIPAS,78,PISTACHE,Pistache s/clasificar,5,0,0,Tonelada,0,0,0,0
TAMAULIPAS,79,SÁBILA,Sábila s/clasificar,4044.77,3891.02,5,Tonelada,157700.89,40.53,719.49,113464.72
TAMAULIPAS,80,SANDÍA,Sandía cambray (sangría),685,685,0,Tonelada,16300.3,23.8,3216.59,52431.39
TAMAULIPAS,81,SANDÍA,Sandía charleston (gray),28,28,0,Tonelada,495,17.68,2374.55,1175.4
TAMAULIPAS,82,SANDÍA,Sandía verde (jubilie),4,4,0,Tonelada,53,13.25,3800,201.4
TAMAULIPAS,83,SEMILLA DE CAÑA DE AZÚCAR,Semilla de caña de azúcar s/clasificar,2654,2654,0,Tonelada,125727.43,47.37,543.67,68354.43
TAMAULIPAS,84,SHOP SUEY,Shop suey s/clasificar,178,149,29,Tonelada,47.87,0.32,7050,337.48
TAMAULIPAS,85,SORGO ESCOBERO,Sorgo escobero s/clasificar,500,500,0,Tonelada,1000,2,3000,3000
TAMAULIPAS,86,SORGO FORRAJERO EN VERDE,Sorgo forrajero en verde s/clasificar,10787.2,10725.2,62,Tonelada,29210.59,2.72,854.75,24967.63
TAMAULIPAS,87,SORGO GRANO,Sorgo grano blanco,50,26,24,Tonelada,7.02,0.27,2600,18.25
TAMAULIPAS,88,SORGO GRANO,Sorgo grano s/clasificar,793339.56,776403.56,16936,Tonelada,2205882.47,2.84,2885.08,6364146.35
TAMAULIPAS,89,SOYA,Soya s/clasificar,118699.71,118123.71,576,Tonelada,148286.2,1.26,7052.34,1045764.1
TAMAULIPAS,90,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) bola invernadero,9,9,0,Tonelada,1647,183,7800,12846.6
TAMAULIPAS,91,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) cherry,50,50,0,Tonelada,490,9.8,12121.84,5939.7
TAMAULIPAS,92,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette,560,549,11,Tonelada,17263.07,31.44,6347.62,109579.39
TAMAULIPAS,93,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette invernadero,70,70,0,Tonelada,3465,49.5,5698.19,19744.23
TAMAULIPAS,94,TOMATE VERDE,Tomate verde s/clasificar,113,18,95,Tonelada,273.6,15.2,3900,1067.04
TAMAULIPAS,95,TORONJA (POMELO),Toronja (pomelo) ruby red,2204.46,2004.73,0,Tonelada,52204.88,26.04,3210.22,167589.2
TAMAULIPAS,96,TRIGO GRANO,Trigo grano corto y tenaz,4000,4000,0,Tonelada,3200,0.8,3300,10560
TAMAULIPAS,97,TRIGO GRANO,Trigo grano suave,220,220,0,Tonelada,112.5,0.51,3324.67,374.03
TAMAULIPAS,98,TUNA,Tuna amarilla,915,880,0,Tonelada,2073.35,2.36,1371.31,2843.22
TAMAULIPAS,99,ZANAHORIA,Zanahoria nantes,80,80,0,Tonelada,1440,18,2160.53,3111.16
TLAXCALA,1,ACELGA,Acelga s/clasificar,96,96,0,Tonelada,1941.2,20.22,4322.19,8390.24
TLAXCALA,2,AGUACATE,Aguacate hass,25,20,0,Tonelada,140,7,23000,3220
TLAXCALA,3,AJO,Ajo blanco,18,18,0,Tonelada,129.2,7.18,11641.59,1504.09
TLAXCALA,4,AJO,Ajo morado,35,35,0,Tonelada,108.5,3.1,35200,3819.2
TLAXCALA,5,ALFALFA VERDE,Alfalfa verde s/clasificar,2609,2609,0,Tonelada,176145.84,67.51,559.07,98478.42
TLAXCALA,6,AMARANTO,Amaranto s/clasificar,638,638,0,Tonelada,1117.91,1.75,14181.72,15853.89
TLAXCALA,7,ARVEJÓN,Arvejón s/clasificar,10,10,0,Tonelada,8.02,0.8,9000,72.18
TLAXCALA,8,AVENA FORRAJERA EN VERDE,Avena forrajera en verde s/clasificar,5632.5,5632.5,0,Tonelada,117323.64,20.83,475.1,55740.68
TLAXCALA,9,AVENA GRANO,Avena grano s/clasificar,90,90,0,Tonelada,198.1,2.2,3239.62,641.77
TLAXCALA,10,BETABEL,Betabel s/clasificar,14,14,0,Tonelada,353.1,25.22,4623.34,1632.5
TLAXCALA,11,BRÓCOLI,Brócoli s/clasificar,691,631,60,Tonelada,14383.9,22.8,5280.28,75951.01
TLAXCALA,12,CALABACITA,Calabacita italiana (zucchini),8,8,0,Tonelada,100.8,12.6,4947.2,498.68
TLAXCALA,13,CALABAZA,Calabaza criolla,6,6,0,Tonelada,79.5,13.25,7023.58,558.38
TLAXCALA,14,CALABAZA SEMILLA O CHIHUA,Calabaza semilla o chihua s/clasificar,1922,1922,0,Tonelada,1314.77,0.68,31721.14,41706.01
TLAXCALA,15,CANOLA,Canola s/clasificar,30,30,0,Tonelada,34.72,1.16,4591.21,159.41
TLAXCALA,16,CEBADA GRANO,Cebada grano s/clasificar,37614,37614,0,Tonelada,87351.71,2.32,4321.05,377450.85
TLAXCALA,17,CEBOLLA,Cebolla blanca,66,66,0,Tonelada,1423.1,21.56,6963.02,9909.07
TLAXCALA,18,CENTENO GRANO,Centeno grano s/clasificar,12,12,0,Tonelada,21.7,1.81,3441.71,74.69
TLAXCALA,19,CHÍCHARO,Chícharo s/clasificar,9,9,0,Tonelada,44.3,4.92,4768.28,211.24
TLAXCALA,20,CHILE VERDE,Chile verde serrano,12,12,0,Tonelada,120,10,7485,898.2
TLAXCALA,21,CILANTRO,Cilantro s/clasificar,266,236,30,Tonelada,4513.6,19.13,4100.84,18509.57
TLAXCALA,22,COL (REPOLLO),Col (repollo) blanca,45,45,0,Tonelada,1403.3,31.18,3057.4,4290.45
TLAXCALA,23,COLIFLOR,Coliflor s/clasificar,25,25,0,Tonelada,626.4,25.06,5668.74,3550.9
TLAXCALA,24,CRISANTEMO (GRUESA),Crisantemo (gruesa) invernadero,1,1,0,Gruesa,3870,3870,300,1161
TLAXCALA,25,DURAZNO,Durazno criollo,29,29,0,Tonelada,204.1,7.04,10943.11,2233.49
TLAXCALA,26,DURAZNO,Durazno escarcha,75,0,0,Tonelada,0,0,0,0
TLAXCALA,27,DURAZNO,Durazno oro,852,838,0,Tonelada,3781.56,4.51,13693.46,51782.64
TLAXCALA,28,EBO (JANAMARGO O VEZA),Ebo (janamargo o veza) forrajero,95,95,0,Tonelada,2078.24,21.88,479.04,995.55
TLAXCALA,29,ELOTE,Elote s/clasificar,42,42,0,Tonelada,715.99,17.05,2641.8,1891.5
TLAXCALA,30,EPAZOTE,Epazote s/clasificar,34,34,0,Tonelada,547.3,16.1,5646.89,3090.55
TLAXCALA,31,ESPÁRRAGO,Espárrago s/clasificar,44,42,0,Tonelada,147,3.5,31400,4615.8
TLAXCALA,32,ESPINACA,Espinaca s/clasificar,105,105,0,Tonelada,2054.6,19.57,4947.25,10164.62
TLAXCALA,33,FRESA,Fresa invernadero,3,3,0,Tonelada,135.33,45.11,25007.32,3384.24
TLAXCALA,34,FRESA (PLANTA),Fresa (planta) s/clasificar,240,240,0,Planta,37200000,155000,3.1,115320
TLAXCALA,35,FRIJOL,Frijol bayo,359,359,0,Tonelada,275.34,0.77,12122.87,3337.91
TLAXCALA,36,FRIJOL,Frijol flor de mayo,2429,2429,0,Tonelada,2514.36,1.04,11538,29010.68
TLAXCALA,37,FRIJOL,Frijol otros negros,10,10,0,Tonelada,10,1,11110,111.1
TLAXCALA,38,HABA GRANO,Haba grano s/clasificar,606,606,0,Tonelada,946.32,1.56,10447.5,9886.67
TLAXCALA,39,HABA VERDE,Haba verde s/clasificar,1005,1005,0,Tonelada,3691.04,3.67,6155.42,22719.91
TLAXCALA,40,HIERBABUENA,Hierbabuena s/clasificar,7,7,0,Tonelada,65.8,9.4,5750,378.35
TLAXCALA,41,HUAUZONTLE,Huauzontle s/clasificar,18,18,0,Tonelada,206.43,11.47,3911.14,807.38
TLAXCALA,42,LECHUGA,Lechuga romana,469,446,23,Tonelada,12244.7,27.45,3145.79,38519.23
TLAXCALA,43,MAGUEY PULQUERO (MILES DE LTS.),Maguey pulquero (miles de lts.) aguamiel,509,495,0,Miles de lts.,35446.08,71.61,2375.95,84218.02
TLAXCALA,44,MAÍZ FORRAJERO EN VERDE,Maíz forrajero en verde s/clasificar,7641,7641,0,Tonelada,289790.56,37.93,371.33,107608.84
TLAXCALA,45,MAÍZ GRANO,Maíz grano blanco,128974,128974,0,Tonelada,393465.35,3.05,3294.43,1296245.22
TLAXCALA,46,MANZANA,Manzana criolla,34,26,0,Tonelada,262.1,10.08,5588.19,1464.66
TLAXCALA,47,MANZANA,Manzana gala,4,0,0,Tonelada,0,0,0,0
TLAXCALA,48,MANZANA,Manzana golden delicious,3,3,0,Tonelada,24.75,8.25,13500,334.13
TLAXCALA,49,NOPALITOS,Nopalitos s/clasificar,9,9,0,Tonelada,63.9,7.1,4000,255.6
TLAXCALA,50,PAPA,Papa alpha (blanca),395,395,0,Tonelada,7335.14,18.57,4592.98,33690.13
TLAXCALA,51,PASTOS Y PRADERAS,Pastos y praderas ever green,4,4,0,Tonelada,122,30.5,510,62.22
TLAXCALA,52,PASTOS Y PRADERAS,Pastos y praderas rye grass,399,399,0,Tonelada,14498.5,36.34,490.19,7106.98
TLAXCALA,53,PERA,Pera s/clasificar,12,12,0,Tonelada,215.2,17.93,1661.89,357.64
TLAXCALA,54,PEREJIL,Perejil s/clasificar,20,20,0,Tonelada,417,20.85,3332.83,1389.79
TLAXCALA,55,PIÑÓN,Piñón s/clasificar,5,0,0,Tonelada,0,0,0,0
TLAXCALA,56,RÁBANO,Rabanito,15,15,0,Tonelada,401.8,26.79,3842.3,1543.84
TLAXCALA,57,ROSA (GRUESA),Rosa (gruesa) s/clasificar,1,1,0,Gruesa,1350,1350,335,452.25
TLAXCALA,58,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) bola,30,30,0,Tonelada,600.2,20.01,7012.45,4208.87
TLAXCALA,59,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette,4,4,0,Tonelada,88,22,5868.47,516.43
TLAXCALA,60,TOMATE ROJO (JITOMATE),Tomate rojo (jitomate) saladette invernadero,17,17,0,Tonelada,3378,198.71,6558.13,22153.38
TLAXCALA,61,TOMATE VERDE,Tomate verde orgánico,9,9,0,Tonelada,167.4,18.6,4970.97,832.14
TLAXCALA,62,TOMATE VERDE,Tomate verde s/clasificar,1150,1150,0,Tonelada,21343.84,18.56,7092.96,151390.96
TLAXCALA,63,TRIGO GRANO,Trigo grano suave,19713,19713,0,Tonelada,50465.1,2.56,3809.9,192266.76
TLAXCALA,64,TRITICALE FORRAJERO EN VERDE,Triticale forrajero en verde s/clasificar,165,165,0,Tonelada,3795,23,800,3036
TLAXCALA,65,TRITICALE GRANO,Triticale grano s/clasificar,230,230,0,Tonelada,965.9,4.2,3600.47,3477.69
TLAXCALA,66,TUNA,Tuna alfajayucan,60,60,0,Tonelada,367.53,6.13,3743.65,1375.91
TLAXCALA,67,ZANAHORIA,Zanahoria emperador,5,5,0,Tonelada,115.56,23.11,3922.59,453.29
TLAXCALA,68,ZANAHORIA,Zanahoria nantes,561,561,0,Tonelada,16628.86,29.64,3350.65,55717.5
TLAXCALA,69,ZEMPOALXOCHITL,Zempoalxochitl s/clasificar,84,84,0,Tonelada,467.63,5.57,8802.97,4116.53
TLAXCALA,70,ZEMPOALXOCHITL (PLANTA),Zempoalxochitl (planta) s/clasificar,7,7,0,Planta,670000,95714.29,8.84,5920
VERACRUZ,1,ACELGA,Acelga s/clasificar,10,10,0,Tonelada,205,20.5,4490,920.45
VERACRUZ,2,AGAVE,Agave tequilero,10,0,0,Tonelada,0,0,0,0
VERACRUZ,3,AGUACATE,Aguacate criollo,156,131,0,Tonelada,1242.5,9.48,12522.13,15558.74
VERACRUZ,4,AGUACATE,Aguacate hass,565,490,0,Tonelada,5307.3,10.83,15601.54,82802.07
VERACRUZ,5,AJO,Ajo blanco,138,138,0,Tonelada,1575,11.41,14537.01,22895.79
VERACRUZ,6,AJONJOLÍ,Ajonjolí s/clasificar,510,510,0,Tonelada,718.74,1.41,19947.35,14336.95
VERACRUZ,7,ALFALFA ACHICALADA,Alfalfa achicalada s/clasificar,57,57,0,Tonelada,766.5,13.45,2143.11,1642.69
VERACRUZ,8,ALFALFA VERDE,Alfalfa verde s/clasificar,224,224,0,Tonelada,10795.7,48.2,373.03,4027.08
VERACRUZ,9,ARROZ PALAY,Arroz palay grueso milagro filipino,3734.5,3734.5,0,Tonelada,27820.46,7.45,4499.9,125189.23
VERACRUZ,10,ARVEJÓN,Arvejón s/clasificar,222,222,0,Tonelada,184.04,0.83,8343.95,1535.62
VERACRUZ,11,AVENA FORRAJERA EN VERDE,Avena forrajera en verde s/clasificar,1594,1594,0,Tonelada,20076.05,12.59,515.73,10353.79
VERACRUZ,12,AVENA GRANO,Avena grano s/clasificar,9,9,0,Tonelada,10.8,1.2,4350,46.98
VERACRUZ,13,BRÓCOLI,Brócoli s/clasificar,45,45,0,Tonelada,671,14.91,4767.31,3198.86
VERACRUZ,14,CACAHUATE,Cacahuate s/clasificar,671,671,0,Tonelada,772.3,1.15,13936.59,10763.23
VERACRUZ,15,CAFÉ CEREZA,Café cereza s/clasificar,144842.87,125274.87,0,Tonelada,194432.57,1.55,6410.58,1246425.19
VERACRUZ,16,CALABACITA,Calabacita criolla,12,12,0,Tonelada,84,7,4300,361.2
VERACRUZ,17,CALABACITA,Calabacita italiana (zucchini),218,218,0,Tonelada,2803.8,12.86,5009.72,14046.24
VERACRUZ,18,CALABAZA,Calabaza de castilla,130,130,0,Tonelada,3865,29.73,4433.83,17136.75
VERACRUZ,19,CALABAZA SEMILLA O CHIHUA,Calabaza semilla o chihua s/clasificar,1611,1611,0,Tonelada,931.84,0.58,30647.94,28558.98
VERACRUZ,20,CAMOTE,Camote s/clasificar,398,398,0,Tonelada,4659.3,11.71,5324.24,24807.21
VERACRUZ,21,CAÑA DE AZÚCAR,Caña de azúcar industrial,300825.43,294094.73,0,Tonelada,21116193.7,71.8,638.97,13492630.07
VERACRUZ,22,CAÑA DE AZÚCAR FRUTA,Caña de azúcar fruta s/clasificar,662,652,0,Tonelada,31296,48,797.97,24973.27
VERACRUZ,23,CAÑA DE AZÚCAR PILONCILLO,Caña de azúcar piloncillo s/clasificar,925,852,0,Tonelada,28032,32.9,592.37,16605.21
VERACRUZ,24,CAPULÍN,Capulín s/clasificar,16,16,0,Tonelada,57,3.56,5566.61,317.3
VERACRUZ,25,CARAMBOLO,Carambolo s/clasificar,1,1,0,Tonelada,6,6,4000,24
VERACRUZ,26,CEBADA FORRAJERA EN VERDE,Cebada forrajera en verde s/clasificar,171,171,0,Tonelada,2416.2,14.13,489.65,1183.09
VERACRUZ,27,CEBADA GRANO,Cebada grano s/clasificar,424,424,0,Tonelada,503.09,1.19,3918.27,1971.24
VERACRUZ,28,CHAYOTE,Chayote s/clasificar,2396,2396,0,Tonelada,163469.1,68.23,3516.51,574840.91
VERACRUZ,29,CHÍCHARO,Chícharo s/clasificar,130,130,0,Tonelada,152.64,1.17,5326.79,813.08
VERACRUZ,30,CHILE VERDE,Chile verde habanero,129,129,0,Tonelada,2977.7,23.08,16200.62,48240.6
VERACRUZ,31,CHILE VERDE,Chile verde jalapeño,1282,1267,15,Tonelada,8881.73,7.01,10886.35,96689.62
VERACRUZ,32,CHILE VERDE,Chile verde piquín,1226,1226,0,Tonelada,1020.75,0.83,90041.94,91910.31
VERACRUZ,33,CHILE VERDE,Chile verde poblano,17,17,0,Tonelada,327,19.24,7015.29,2294
VERACRUZ,34,CHILE VERDE,Chile verde regional,229,229,0,Tonelada,1790,7.82,5617.55,10055.42
VERACRUZ,35,CHILE VERDE,Chile verde serrano,1594,1594,0,Tonelada,17403.33,10.92,8231.61,143257.48
VERACRUZ,36,CHILE VERDE,Chile verde soledad,1439.5,1430.5,9,Tonelada,10768.22,7.53,11829.52,127382.88
VERACRUZ,37,CIRUELA,Ciruela del país,835.5,835.5,0,Tonelada,5588.83,6.69,5209.01,29112.25
VERACRUZ,38,COCO FRUTA,Coco fruta s/clasificar,59,37,0,Tonelada,232.38,6.28,976.81,226.99
VERACRUZ,39,COL (REPOLLO),Col (repollo) blanca,15,15,0,Tonelada,210,14,4526.67,950.6
VERACRUZ,40,COLIFLOR,Coliflor s/clasificar,10,10,0,Tonelada,240,24,4680,1123.2
VERACRUZ,41,COPRA,Copra s/clasificar,1562,1508,0,Tonelada,1020.26,0.68,8443.05,8614.1
VERACRUZ,42,DURAZNO,Durazno criollo,92,92,0,Tonelada,662.2,7.2,8182.27,5418.3
VERACRUZ,43,DURAZNO,Durazno diamante,92,46,0,Tonelada,414,9,10450,4326.3
VERACRUZ,44,DURAZNO,Durazno oro,96,96,0,Tonelada,716.8,7.47,6024.65,4318.47
VERACRUZ,45,EBO (JANAMARGO O VEZA),Ebo (janamargo o veza) forrajero,166,166,0,Tonelada,905.89,5.46,710.26,643.42
VERACRUZ,46,EJOTE,Ejote s/clasificar,308,308,0,Tonelada,3512.4,11.4,3866.56,13580.89
VERACRUZ,47,ESPINACA,Espinaca s/clasificar,8,8,0,Tonelada,161.6,20.2,3650,589.84
VERACRUZ,48,ESTROPAJO,Estropajo s/clasificar,242,242,0,Tonelada,137.94,0.57,14740,2033.24
VERACRUZ,49,FRESA,Fresa s/clasificar,4,4,0,Tonelada,38.2,9.55,12500,477.5
VERACRUZ,50,FRIJOL,Frijol negro jamapa,34160,34022,138,Tonelada,26803.62,0.79,13552.08,363244.92
VERACRUZ,51,FRIJOL,Frijol otros negros,17,17,0,Tonelada,12.9,0.76,13437.01,173.34
